# case	disease	pipeline_name	pipeline_version	timestamp	C3Y	DCC_path	filesize	file_format	md5sum	Sample Type	Sample_Name_Seq_R1	UUID1_R1	Sample_Name_Seq_R2	UUID_R2
C3N-02811	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02811_tumor.transcripts.gtf.gz	20260427	gtf	9f7e80c669483ca6f3901bf21c1eb726	tumor	C3N-02811.RNA-Seq.R1.T	a04b4675-67f5-4a91-a37c-169b2428ac2f	C3N-02811.RNA-Seq.R2.T	b719c08a-a980-48c4-ad4a-07b6977628a4
C3N-02923	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02923_tissue_normal.transcripts.gtf.gz	19658927	gtf	c11bbc1dbc3e0f46aad808b5286900d7	tissue_normal	C3N-02923.RNA-Seq.R1.A	d3c73b0a-b8cc-4953-8d69-44c28d72a258	C3N-02923.RNA-Seq.R2.A	33e35314-ef71-47ec-b22a-4e6c450b5213
C3N-02923	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02923_tumor.transcripts.gtf.gz	20812379	gtf	2448bed2e3654ba2d90343608d4dcc7d	tumor	C3N-02923.RNA-Seq.R1.T	970f6e9d-47b6-4953-88ba-56d087050694	C3N-02923.RNA-Seq.R2.T	cc2b7783-aedf-4491-a579-b5f92ef1a4cb
C3N-02925	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02925_tissue_normal.transcripts.gtf.gz	16960700	gtf	8b986d887c911aece540419ebc4a76f3	tissue_normal	C3N-02925.RNA-Seq.R1.A	915028f8-7517-4923-8996-fff79f9784eb	C3N-02925.RNA-Seq.R2.A	a8c2e00a-5ec4-4508-bc41-f40225e52b81
C3N-02925	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02925_tumor.transcripts.gtf.gz	20435204	gtf	531dabbf7cbe1972f1b9237edbe1e717	tumor	C3N-02925.RNA-Seq.R1.T	6e684ad0-928d-4101-ba28-8e18341d9695	C3N-02925.RNA-Seq.R2.T	c9ce9ba8-601f-4b60-bdc3-385c94c73b15
C3N-02926	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02926_tissue_normal.transcripts.gtf.gz	21876399	gtf	d95b2918cae229b9204b7b34d7e75507	tissue_normal	C3N-02926.RNA-Seq.R1.A	a37360b8-4dc7-47b2-b3e6-586e2c4a63a0	C3N-02926.RNA-Seq.R2.A	f85992a0-482c-4586-8a0b-2fe413c5a1df
C3N-02926	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02926_tumor.transcripts.gtf.gz	21071697	gtf	d5216d2648f98a931de161fe5d0205b5	tumor	C3N-02926.RNA-Seq.R1.T	8c735238-ff8f-4225-9037-c73c9fede880	C3N-02926.RNA-Seq.R2.T	8ece369c-6b17-4704-aa75-e5f5414c41c7
C3N-02929	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02929_tissue_normal.transcripts.gtf.gz	20269042	gtf	5b81082822a7e905dc6dcd6e94f2d15c	tissue_normal	C3N-02929.RNA-Seq.R1.A	45754be4-970e-4c89-a322-bc9e6890a22f	C3N-02929.RNA-Seq.R2.A	d85640d9-4b91-4181-a3ee-3e35b31164da
C3N-02929	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02929_tumor.transcripts.gtf.gz	19535558	gtf	9ee7f0d73cb83fadbe73a85b3bf3dc0a	tumor	C3N-02929.RNA-Seq.R1.T	8e37dcc6-a449-4543-acbd-05487d6a7552	C3N-02929.RNA-Seq.R2.T	6471a9ad-53c2-440a-bd9e-4fb462b0128d
C3N-02945	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02945_tissue_normal.transcripts.gtf.gz	20691527	gtf	f23150bbf5d9dcc33bd7fb16c488de19	tissue_normal	C3N-02945.RNA-Seq.R1.A	09ed5081-1674-47ea-9135-f4de72596214	C3N-02945.RNA-Seq.R2.A	7db8b6f0-4f4a-483d-a7bb-dd3317582474
C3N-02945	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02945_tumor.transcripts.gtf.gz	19978711	gtf	32bb6d538fcfdf297941a589f34428f9	tumor	C3N-02945.RNA-Seq.R1.T	2232e9a7-eec5-459e-bacb-7de492449159	C3N-02945.RNA-Seq.R2.T	288b60bc-4549-4319-9761-b001886cc5b6
C3N-02973	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02973_tissue_normal.transcripts.gtf.gz	18090190	gtf	6935901d7888111a2412018132763de7	tissue_normal	C3N-02973.RNA-Seq.R1.A	f48b615f-ea3c-4346-af45-f59438d6dd33	C3N-02973.RNA-Seq.R2.A	15a908e8-10e4-4e68-bb6d-549d3ffc8419
C3N-02973	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02973_tumor.transcripts.gtf.gz	19967299	gtf	fa5ed687e785ba5872d01a93420f77f6	tumor	C3N-02973.RNA-Seq.R1.T	b17cc448-3b71-4cc4-aa47-d20cad3f7f6b	C3N-02973.RNA-Seq.R2.T	fc89f663-b4ea-407d-8eef-502ce491751f
C3N-02997	PDA	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/PDA/CPTAC3_PDA_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-02997_tumor.transcripts.gtf.gz	19567941	gtf	851fbbf285e6c05a0b9e0a6f78765971	tumor	C3N-02997.RNA-Seq.R1.T	d7462092-1df0-412e-b272-60f9e0c9799a	C3N-02997.RNA-Seq.R2.T	b150cdea-b5b2-4335-a26b-8e94a257c0ca
C3N-03008	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3N-03008_tumor.transcripts.gtf.gz	18183770	gtf	06f0ea185b6bda742cb35733b55f45cb	tumor	C3N-03008.RNA-Seq.R1.T	0e8ce9ca-95c9-4acc-81e1-22122cb29d9e	C3N-03008.RNA-Seq.R2.T	89e20074-6f16-4241-a848-988bf99d0aae
C3N-03009	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3N-03009_tumor.transcripts.gtf.gz	20914833	gtf	cdcd3376fadfcac011e4e9dcfa702282	tumor	C3N-03009.RNA-Seq.R1.T	c354fbe3-7b40-4676-a5dc-3fe883b88172	C3N-03009.RNA-Seq.R2.T	4a882e0c-9422-4179-8107-7021717d674a
C3N-03011	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03011_tumor.transcripts.gtf.gz	21679845	gtf	b813eb76c97813e35ec1c0955e00bb58	tumor	C3N-03011.RNA-Seq.R1.T	bb7fe347-537b-46b3-b300-ea9d775f716a	C3N-03011.RNA-Seq.R2.T	7b932eed-671e-4b27-89df-8e0357a925c1
C3N-03012	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03012_tumor.transcripts.gtf.gz	19859528	gtf	77c7367dc37b0e52b28107f7b7ea494c	tumor	C3N-03012.RNA-Seq.R1.T	7b8853a3-68e3-423b-9a17-e79552c94df5	C3N-03012.RNA-Seq.R2.T	eec11126-0d63-40cf-80b0-eac8fd03223f
C3N-03013	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3N-03013_tumor.transcripts.gtf.gz	19875070	gtf	02a627c865a916d054e01d28a61fd1ce	tumor	C3N-03013.RNA-Seq.R1.T	29dc40f9-75ae-46bb-a172-75cc64acebe9	C3N-03013.RNA-Seq.R2.T	a08cd494-e2db-4bc1-9a86-dd02f4a262c1
C3N-03015	HNSCC	RNA-Seq_Transcript	v1.2	20190829	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1.2_Y2.b4_20190829/C3N-03015_tumor.transcripts.gtf.gz	20475250	gtf	900fec6819cc24c9f9a1096fb94eb167	tumor	C3N-03015.RNA-Seq.R1.T	96d2dcaf-0369-42ab-8fad-ea6453fbdbc8	C3N-03015.RNA-Seq.R2.T	3e139705-ff7a-4715-8a37-f409a23606b4
C3N-03018	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03018_tissue_normal.transcripts.gtf.gz	21108900	gtf	7b3c61dbf28ac48d76051f3b11ef61c3	tissue_normal	C3N-03018.RNA-Seq.R1.A	1613a36c-b449-4dfc-84c0-78232ff07762	C3N-03018.RNA-Seq.R2.A	398979c4-d7d7-47a5-a93d-2fb96fc1ad24
C3N-03018	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03018_tumor.transcripts.gtf.gz	19505384	gtf	69094532600ee65763e79c4bcc4c6cd1	tumor	C3N-03018.RNA-Seq.R1.T	85813afd-2a5f-446f-a6c8-1b8437cae107	C3N-03018.RNA-Seq.R2.T	2f149e6d-2235-4629-b132-035a60c2a478
C3N-03019	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03019_tissue_normal.transcripts.gtf.gz	20185602	gtf	e36510f305d620be49e7fe1518ff52a1	tissue_normal	C3N-03019.RNA-Seq.R1.A	398467bc-30da-4d22-90f2-576c928cc6db	C3N-03019.RNA-Seq.R2.A	4bdcc52d-a58e-40fe-9bfb-bf62c670e53a
C3N-03019	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03019_tumor.transcripts.gtf.gz	20079576	gtf	d17c18d3ed9e9910b8c8da1c94142767	tumor	C3N-03019.RNA-Seq.R1.T	0101c8bc-d732-400b-85ae-045318f8bec7	C3N-03019.RNA-Seq.R2.T	ad158cb1-d670-4443-898b-6fba5c0c15dd
C3N-03020	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03020_tumor.transcripts.gtf.gz	20042341	gtf	a9cdbf21014abccad51e832f2e483c04	tumor	C3N-03020.RNA-Seq.R1.T	850eedab-8759-45ec-9839-185f0ccd0f4d	C3N-03020.RNA-Seq.R2.T	ed56c706-12d3-4109-8738-fe891ed8e99f
C3N-03021	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03021_tissue_normal.transcripts.gtf.gz	21307742	gtf	04ed863119c1fca735face3ce9cdfd8e	tissue_normal	C3N-03021.RNA-Seq.R1.A	419649c5-5daf-48a5-b179-71bee81c3e37	C3N-03021.RNA-Seq.R2.A	f5f94a34-6065-4e26-b24c-4786bdabc87d
C3N-03021	CCRCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/CCRCC/CPTAC3_CCRCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03021_tumor.transcripts.gtf.gz	19944618	gtf	318a6cd646fa377fd5c845c22bb0c2ca	tumor	C3N-03021.RNA-Seq.R1.T	8fd114d3-7cba-4e69-a64e-21f71e0e3be6	C3N-03021.RNA-Seq.R2.T	27aa231e-944d-41fb-9d71-18a2d029842a
C3N-03027	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03027_tumor.transcripts.gtf.gz	20304262	gtf	8a1d676e5f513b61a5d70f1c39c08926	tumor	C3N-03027.RNA-Seq.R1.T	d729d0ae-e78c-464b-956e-8447d557d8ad	C3N-03027.RNA-Seq.R2.T	a31eb8da-0b6c-4a97-872c-9ee4869bb9b0
C3N-03028	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03028_tumor.transcripts.gtf.gz	19849226	gtf	02bc4362fd440044b1f0ac75c81c5d00	tumor	C3N-03028.RNA-Seq.R1.T	c55ba245-c1c7-474d-af54-0b0f24340d69	C3N-03028.RNA-Seq.R2.T	42c126a1-fa33-4da7-8ad0-accd65e9eb71
C3N-03042	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03042_tumor.transcripts.gtf.gz	19093244	gtf	a9d850dd4805863350adef6c04d582d1	tumor	C3N-03042.RNA-Seq.R1.T	a8e7a7c4-a050-4674-a800-478d690f2a78	C3N-03042.RNA-Seq.R2.T	ada7577e-3e5c-4ab5-b817-bbdfbb5a5350
C3N-03045	HNSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/HNSCC/CPTAC3_HNSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03045_tumor.transcripts.gtf.gz	18673103	gtf	1f247b166c79445b60c13f15c37f2ee1	tumor	C3N-03045.RNA-Seq.R1.T	86e2ae86-9237-4ce6-a60c-c034295c61d9	C3N-03045.RNA-Seq.R2.T	0c8e7014-ca9c-4c89-a213-3a30d20ebbfe
C3N-03051	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03051_tissue_normal.transcripts.gtf.gz	19215071	gtf	55c0b1f42ebb2a77e2425635d113a92d	tissue_normal	C3N-03051.RNA-Seq.R1.A	331e2523-a47e-42a0-8ee6-1604987c2fe5	C3N-03051.RNA-Seq.R2.A	cd75c9e7-af96-432c-ac24-191a26c0c321
C3N-03051	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03051_tumor.transcripts.gtf.gz	20273346	gtf	256feb2daa67c6e734e0aa27e5a43d19	tumor	C3N-03051.RNA-Seq.R1.T	20589f37-506a-444f-ae0a-75610757188c	C3N-03051.RNA-Seq.R2.T	f964c01f-7ed0-4593-b885-d6664e66a9d2
C3N-03070	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03070_tumor.transcripts.gtf.gz	21816325	gtf	816c92bada52721ae1f67f61c8493376	tumor	C3N-03070.RNA-Seq.R1.T	66d938ca-8d17-45b9-834d-a289ed685049	C3N-03070.RNA-Seq.R2.T	6058cf7c-7895-4c9e-b6ca-3b7b0edfeaff
C3N-03072	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03072_tumor.transcripts.gtf.gz	18113173	gtf	59d5c2b75d8bcd2c22ca305a29f5f312	tumor	C3N-03072.RNA-Seq.R1.T	64aababb-a390-4737-9537-19167b6cba6a	C3N-03072.RNA-Seq.R2.T	3afce0c4-ac82-4f80-b237-1a5fd859f8d6
C3N-03076	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03076_tissue_normal.transcripts.gtf.gz	20219907	gtf	7e539347aa1ab170541c81e55069cb1a	tissue_normal	C3N-03076.RNA-Seq.R1.A	5ee88db7-c799-43d9-9578-ff5566d16417	C3N-03076.RNA-Seq.R2.A	3d0d598c-b5ed-439f-996e-952992e8d2af
C3N-03076	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03076_tumor.transcripts.gtf.gz	21713499	gtf	ef081dac0314deba3f8bd022d1a2233f	tumor	C3N-03076.RNA-Seq.R1.T	7395d897-f8bf-4128-a34d-ef3377758429	C3N-03076.RNA-Seq.R2.T	309c50cf-2f39-4052-b219-bae8da306732
C3N-03088	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03088_tumor.transcripts.gtf.gz	23136966	gtf	42d79d49d8c9683d06e3ff8b9e9321e9	tumor	C3N-03088.RNA-Seq.R1.T	6a007bb3-c970-4fc3-80d3-4511ef0c140c	C3N-03088.RNA-Seq.R2.T	c28802fe-5b81-45ae-878d-deaab3c7e4b7
C3N-03092	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03092_tissue_normal.transcripts.gtf.gz	19533188	gtf	7a7e0cde2418daa2b0a89d385cf59c54	tissue_normal	C3N-03092.RNA-Seq.R1.A	0433577e-e787-4c63-adc1-2ef179880630	C3N-03092.RNA-Seq.R2.A	a1708f79-7f69-4f43-a21c-c33ae1360110
C3N-03092	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03092_tumor.transcripts.gtf.gz	20418233	gtf	a098d401023540323069081a8e611732	tumor	C3N-03092.RNA-Seq.R1.T	d5399bad-144d-41e8-85bb-d6fffb1c0576	C3N-03092.RNA-Seq.R2.T	69c838f2-50ed-4ef2-8916-36e907fa0c7d
C3N-03093	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03093_tissue_normal.transcripts.gtf.gz	19934094	gtf	b8377b744f22761878ab05d4ed3d6f3a	tissue_normal	C3N-03093.RNA-Seq.R1.A	4bd91bf6-09b1-46a9-b033-f3b3656523e1	C3N-03093.RNA-Seq.R2.A	5f53ce1f-acdf-4108-b789-819849706795
C3N-03093	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03093_tumor.transcripts.gtf.gz	20669991	gtf	3d80372963d31591473786562ee63931	tumor	C3N-03093.RNA-Seq.R1.T	bc716734-dbf0-4fa5-9a37-c104857a9766	C3N-03093.RNA-Seq.R2.T	9916c1f0-9378-4125-bb73-5cd18096344e
C3N-03180	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03180_tumor.transcripts.gtf.gz	21458048	gtf	dfe3aaa7194256435e6360e727f41259	tumor	C3N-03180.RNA-Seq.R1.T	94910b4a-6541-4491-af24-64b4b5209f4e	C3N-03180.RNA-Seq.R2.T	3935ae0d-87c0-4ed0-88bd-fc1e45733f11
C3N-03182	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03182_tumor.transcripts.gtf.gz	20115542	gtf	9f52e1af87719a2d39767d5e74d1fb45	tumor	C3N-03182.RNA-Seq.R1.T	16b89fae-b4cd-46f4-b073-7f97adf79742	C3N-03182.RNA-Seq.R2.T	aa16efac-5164-4f11-986e-76fbdd660b5e
C3N-03183	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03183_tumor.transcripts.gtf.gz	23464178	gtf	607e2fa6f2842776d229777bd7edfc20	tumor	C3N-03183.RNA-Seq.R1.T	f18a4ee8-66b3-4796-9788-794458cfee84	C3N-03183.RNA-Seq.R2.T	e28d3399-6017-40b8-848e-83f9a99aceb1
C3N-03184	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03184_tumor.transcripts.gtf.gz	21444767	gtf	644f1379f7bd89d37537dee292cc27dc	tumor	C3N-03184.RNA-Seq.R1.T	5c5ae7fc-2183-47f7-af45-9c07dc35bae7	C3N-03184.RNA-Seq.R2.T	ae17a1e8-ee58-47dd-987c-ae79b11f38e2
C3N-03186	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03186_tumor.transcripts.gtf.gz	22360505	gtf	6959522fb53b01d06922e22553d4d20d	tumor	C3N-03186.RNA-Seq.R1.T	87bab1d0-10a6-491d-8199-c5edd2946f2b	C3N-03186.RNA-Seq.R2.T	9d47e501-79d8-4891-9c5c-8fb876837447
C3N-03187	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03187_tumor.transcripts.gtf.gz	25119616	gtf	03b0e78e1241a9274542f92d148dd4af	tumor	C3N-03187.RNA-Seq.R1.T	fd58de5d-b425-4caa-9985-6998ff191806	C3N-03187.RNA-Seq.R2.T	2db999c1-11c3-41cf-bf20-21470b0660bf
C3N-03188	GBM	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/GBM/CPTAC3_GBM_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03188_tumor.transcripts.gtf.gz	23028971	gtf	0406390f47630e040a08331e65ac7585	tumor	C3N-03188.RNA-Seq.R1.T	76ca9742-918c-4db7-ac65-e842a937121e	C3N-03188.RNA-Seq.R2.T	00da971e-c069-4aaf-a9b5-80a313d7b0bf
C3N-03204	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03204_tissue_normal.transcripts.gtf.gz	19761242	gtf	b13895b99421266f6e3813299e81c5b3	tissue_normal	C3N-03204.RNA-Seq.R1.A	83661a30-ad05-431c-af51-b787c34110c3	C3N-03204.RNA-Seq.R2.A	f103cbba-4c2f-43f7-8712-a7b3552039f0
C3N-03204	LSCC	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LSCC/CPTAC3_LSCC_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03204_tumor.transcripts.gtf.gz	19458289	gtf	44b7d8138f1439b52ddccab132691556	tumor	C3N-03204.RNA-Seq.R1.T	d5277c63-b4be-4f9b-87ea-9ac078f04936	C3N-03204.RNA-Seq.R2.T	f295e7c3-82a0-4938-ada6-1aebcee8ab85
C3N-03205	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03205_tissue_normal.transcripts.gtf.gz	20314646	gtf	57a968e2a859cf86736d8bcc418ac73c	tissue_normal	C3N-03205.RNA-Seq.R1.A	43b0ebd2-bca9-4192-b868-28e2c828fc8c	C3N-03205.RNA-Seq.R2.A	a38ce374-5eca-4b8a-866f-a5a0e590a169
C3N-03205	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03205_tumor.transcripts.gtf.gz	20104857	gtf	30c2e19b498ada86c2f8c288929ec9f5	tumor	C3N-03205.RNA-Seq.R1.T	fd859ae0-a877-493d-b6c1-4eb9eeb1d491	C3N-03205.RNA-Seq.R2.T	41635ab5-5d6f-4ac9-b20b-74107d9062b5
C3N-03212	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03212_tissue_normal.transcripts.gtf.gz	21230420	gtf	cf93232d450ce13a4175f6b806e3ddfb	tissue_normal	C3N-03212.RNA-Seq.R1.A	442830a1-16e0-4a52-9c30-c8b9e06e4756	C3N-03212.RNA-Seq.R2.A	1fe294c0-dc14-452b-8d9d-2df13b28c230
C3N-03212	LUAD	RNA-Seq_Transcript	v1	20190807	Y2	/CPTAC3.Y2_WashU/LUAD/CPTAC3_LUAD_RNA-Seq_Transcript_v1_Y2.b3_20190807/C3N-03212_tumor.transcripts.gtf.gz	21521618	gtf	078e6f9c774fdf9d7b7c43b7677b6f5a	tumor	C3N-03212.RNA-Seq.R1.T	ce93bb1f-bb32-4346-8bb8-e8f8354a3f98	C3N-03212.RNA-Seq.R2.T	f06ed433-6d34-4733-9e57-ecb3cd73e819
